Restaurant ID,Restaurant name,Order ID,Subtotal,Service fees on subtotal,Delivery fee,Total taxes,Total,Payment method,Fulfillment date (YYYY-MM-DD),Fulfillment time
402990,Pho Minh,562396348,54.5,6,4.5,2.73,67.73,CARD,2022-09-02,17:08
402990,Pho Minh,562475774,33.4,3.67,4.5,1.67,49.73,Card (G-Pay / via Browser),2022-09-02,18:53
402990,Pho Minh,562516643,40.95,4.5,4.5,2.05,57.2,ONLINE,2022-09-02,20:05
402990,Pho Minh,562803634,27,2.97,4.5,1.35,35.82,CARD,2022-09-03,11:31
402990,Pho Minh,562935741,27.4,3.01,4.5,1.37,36.28,CARD,2022-09-03,14:37
402990,Pho Minh,562988169,21.45,2.36,4.5,1.07,34.08,ONLINE,2022-09-03,16:13
402990,Pho Minh,563002164,31.5,3.47,4.5,1.58,47.21,ONLINE,2022-09-03,16:32
402990,Pho Minh,563409407,29.45,3.24,4.5,1.47,46.01,ONLINE,2022-09-04,13:26
402990,Pho Minh,563419246,21.4,2.35,4.5,1.07,32.25,ONLINE,2022-09-04,11:42
402990,Pho Minh,563600000,50,5.5,4.5,2.5,67.5,ONLINE,2022-09-04,16:27
402990,Pho Minh,563690087,23,2.53,4.5,1.15,31.18,CARD,2022-09-04,19:03
402990,Pho Minh,564008508,28.5,3.14,4.5,1.43,42.45,ONLINE,2022-09-05,19:00
402990,Pho Minh,564141950,28,3.08,4.5,1.4,36.98,CARD,2022-09-05,18:43
402990,Pho Minh,564155833,32.9,3.62,4.5,1.65,50.35,ONLINE,2022-09-05,19:24
402990,Pho Minh,564167999,49.9,5.49,4.5,2.5,62.39,ONLINE,2022-09-05,19:58
402990,Pho Minh,564383413,15.5,1.71,4.5,0.78,24.74,ONLINE,2022-09-06,11:47
402990,Pho Minh,564543743,43.7,4.81,0,2.19,55.77,ONLINE,2022-09-06,18:16
402990,Pho Minh,564581336,56.45,6.21,0,2.82,72.48,ONLINE,2022-09-06,19:50
402990,Pho Minh,564901717,27.4,3.01,4.5,1.37,36.28,CARD,2022-09-07,15:21
402990,Pho Minh,565024274,13.5,1.49,4.5,0.68,22.19,ONLINE,2022-09-07,19:47
402990,Pho Minh,565276915,53.85,5.92,0,2.69,67.46,ONLINE,2022-09-08,12:12
402990,Pho Minh,565366149,18.45,2.03,4.5,0.92,28.49,ONLINE,2022-09-08,15:26
402990,Pho Minh,565456941,30.5,3.36,4.5,1.53,45.87,PayPal,2022-09-08,18:36
402990,Pho Minh,565942305,32,3.52,4.5,1.6,46.62,ONLINE,2022-09-09,16:07
402990,Pho Minh,566426529,43.45,4.78,0,2.17,57.46,Card (G-Pay / via Browser),2022-09-10,12:48
402990,Pho Minh,566660020,38.95,4.28,0,1.95,48.18,ONLINE,2022-09-10,18:58
402990,Pho Minh,567061890,24.45,2.69,4.5,1.22,32.86,CARD,2022-09-11,14:30
402990,Pho Minh,567080192,23,2.53,4.5,1.15,31.18,CARD,2022-09-11,15:08
402990,Pho Minh,567128736,37,4.07,0,1.85,42.92,ONLINE,2022-09-11,16:20
402990,Pho Minh,567147784,48,5.28,0,2.4,64.03,ONLINE,2022-09-11,17:08
402990,Pho Minh,567505874,26.9,2.96,4.5,1.35,39.28,PayPal,2022-09-13,11:33
402990,Pho Minh,567981525,26,2.86,4.5,1.3,41.59,ONLINE,2022-09-13,18:01
402990,Pho Minh,567996426,21.45,2.36,4.5,1.07,32.32,ONLINE,2022-09-13,18:41
402990,Pho Minh,568006745,59,6.49,0,2.95,78.71,ONLINE,2022-09-13,19:19
402990,Pho Minh,568246109,54.5,6,0,2.73,67.23,ONLINE,2022-09-14,11:53
402990,Pho Minh,568261108,42.95,4.72,0,2.15,57.29,ONLINE,2022-09-14,12:18
402990,Pho Minh,568862322,37,4.07,0,1.85,42.92,CARD,2022-09-15,17:36
402990,Pho Minh,568902209,65.5,7.21,0,3.28,75.99,ONLINE,2022-09-15,19:10
402990,Pho Minh,568904550,55.8,6.14,0,2.79,69.73,ONLINE,2022-09-15,19:25
402990,Pho Minh,568905656,22.4,2.46,4.5,1.12,30.48,CARD,2022-09-15,19:11
402990,Pho Minh,568914625,39.4,4.33,0,1.97,53.93,ONLINE,2022-09-15,19:42
402990,Pho Minh,569441014,48.95,5.38,0,2.45,56.78,PayPal,2022-09-16,17:33
402990,Pho Minh,569446538,31,3.41,4.5,1.55,46.53,PayPal,2022-09-16,17:35
402990,Pho Minh,569453227,44.9,4.94,0,2.25,57.3,ONLINE,2022-09-16,18:43
402990,Pho Minh,569469735,23,2.53,4.5,1.15,31.18,CARD,2022-09-16,18:09
402990,Pho Minh,569478633,37.5,4.13,0,1.88,49.6,ONLINE,2022-09-16,18:27
402990,Pho Minh,569504169,25.95,2.85,4.5,1.3,34.6,CASH,2022-09-16,19:10
402992,Pizza 249,559281078,46.65,5.13,0,2.33,56.27,ONLINE,2022-08-27,15:36
402992,Pizza 249,565505048,53.85,5.92,0,2.69,62.46,CARD,2022-09-08,21:09
402992,Pizza 249,567208270,37.95,4.17,0,1.9,44.02,CARD,2022-09-11,19:11
402993,Quesada,554513949,32.52,3.58,0,1.63,41.88,ONLINE,2022-08-18,18:49
402993,Quesada,555254749,11.54,1.27,4.5,0.58,17.89,CARD,2022-08-20,16:59
402993,Quesada,555685524,11.43,1.26,4.5,0.57,20.42,ONLINE,2022-08-20,16:56
402993,Quesada,557077258,10.99,1.21,4.5,0.55,22.25,ONLINE,2022-08-23,13:10
402993,Quesada,557266892,34.15,3.76,0,1.71,39.62,CASH,2022-08-23,20:53
402993,Quesada,557698606,13.63,1.5,4.5,0.68,23.31,ONLINE,2022-08-24,18:54
402993,Quesada,559214485,9.89,1.09,4.5,0.49,20.97,ONLINE,2022-08-27,13:15
402993,Quesada,559394471,26.7,2.94,0,1.34,35.98,ONLINE,2022-08-27,17:48
402993,Quesada,561174502,11.43,1.26,4.5,0.57,20.42,ONLINE,2022-08-31,11:53
402993,Quesada,561339439,33.19,3.65,0,1.66,38.5,CARD,2022-08-31,17:39
402993,Quesada,561388482,14.16,1.56,4.5,0.71,21.98,ONLINE,2022-08-31,19:28
402993,Quesada,562425639,31.53,3.47,0,1.58,42.07,ONLINE,2022-09-02,17:41
402993,Quesada,564825129,27.74,3.05,0,1.39,35.4,PayPal,2022-09-07,12:19
402993,Quesada,564844492,25.36,2.79,0,1.27,29.42,CARD,2022-09-07,12:57
402993,Quesada,566592642,35.85,3.94,0,1.79,41.58,CARD,2022-09-10,17:15
402993,Quesada,566640749,29.05,3.2,0,1.45,33.7,CARD,2022-09-10,18:32
402993,Quesada,567545162,22.04,2.42,4.5,1.1,34.57,Card (G-Pay / via Browser),2022-09-12,16:36
402993,Quesada,567872426,12.38,1.36,4.5,0.62,23.95,ONLINE,2022-09-13,15:48
402993,Quesada,568380088,30.06,3.31,0,1.5,37.87,ONLINE,2022-09-14,20:39
402993,Quesada,568890366,21.66,2.38,4.5,1.08,29.62,ONLINE,2022-09-15,18:24
402993,Quesada,568925213,32.87,3.62,0,1.64,43.85,ONLINE,2022-09-15,20:04
402993,Quesada,569545876,102.7,11.3,0,5.14,119.14,ONLINE,2022-09-16,20:26
402993,Quesada,569876419,31.44,3.46,0,1.57,36.47,CARD,2022-09-17,12:57
402993,Quesada,570100318,17.99,1.98,4.5,0.9,25.37,CASH,2022-09-17,18:33
402994,Saffron Bistro,554536204,22.4,2.46,7,1.12,35.62,ONLINE,2022-08-18,19:13
402994,Saffron Bistro,556341976,53.15,5.85,7,2.66,74.15,ONLINE,2022-08-21,18:41
402994,Saffron Bistro,559372186,36.45,4.01,7,1.82,55.28,PayPal,2022-08-27,17:22
402994,Saffron Bistro,559381317,29.2,3.21,7,1.46,45.87,PayPal,2022-08-27,17:40
402994,Saffron Bistro,561794568,58.85,6.47,7,2.94,75.26,CASH,2022-09-01,16:39
402994,Saffron Bistro,562487443,39.9,4.39,7,2,59.15,ONLINE,2022-09-02,19:12
402994,Saffron Bistro,563131395,55.35,6.09,7,2.77,81.89,ONLINE,2022-09-03,19:49
402994,Saffron Bistro,563641478,22.95,2.52,7,1.15,37.62,ONLINE,2022-09-04,17:42
402994,Saffron Bistro,564107519,25.4,2.79,7,1.27,39.74,ONLINE,2022-09-05,17:20
402994,Saffron Bistro,565006770,23.4,2.57,7,1.17,36.87,ONLINE,2022-09-07,19:00
402994,Saffron Bistro,565469763,33.9,3.73,7,1.7,50.96,ONLINE,2022-09-08,19:18
402994,Saffron Bistro,565476372,59.4,6.53,7,2.97,81.21,ONLINE,2022-09-08,19:54
402994,Saffron Bistro,565496639,81.9,9.01,7,4.1,102.01,CARD,2022-09-08,20:27
402994,Saffron Bistro,566039324,42.9,4.72,7,2.15,68.12,ONLINE,2022-09-09,18:30
402994,Saffron Bistro,566039528,28.4,3.12,7,1.42,39.94,ONLINE,2022-09-09,18:31
402994,Saffron Bistro,566086050,76.85,8.45,7,3.84,96.14,CARD,2022-09-09,20:43
402994,Saffron Bistro,567222969,22.4,2.46,7,1.12,35.29,ONLINE,2022-09-11,19:16
402994,Saffron Bistro,567921745,38.9,4.28,7,1.95,57.34,ONLINE,2022-09-13,15:56
402994,Saffron Bistro,567984325,24.4,2.68,7,1.22,35.3,CARD,2022-09-13,18:13
402994,Saffron Bistro,567988853,52.8,5.81,7,2.64,75.76,ONLINE,2022-09-13,18:25
402994,Saffron Bistro,569487299,22.4,2.46,7,1.12,35.29,ONLINE,2022-09-16,18:24
402995,Smiley's,552318222,33.85,3.72,7,1.69,46.26,CARD,2022-08-14,11:02
402995,Smiley's,552641277,31,3.41,7,1.55,42.96,CARD,2022-08-14,19:36
402995,Smiley's,553550887,66.9,7.36,7,3.35,84.61,CARD,2022-08-16,19:40
402995,Smiley's,554013988,71.75,7.89,7,3.59,90.23,CASH,2022-08-17,18:47
402995,Smiley's,554549849,48.8,5.37,7,2.44,73.15,Card (G-Pay / via Browser),2022-08-18,20:07
402995,Smiley's,554555574,10.95,1.2,7,0.55,19.7,CASH,2022-08-18,20:11
402995,Smiley's,555011969,36.5,4.02,7,1.83,49.35,CARD,2022-08-19,16:32
402995,Smiley's,555162528,32.9,3.62,7,1.65,47.43,ONLINE,2022-08-19,19:31
402995,Smiley's,555177469,26,2.86,7,1.3,42.73,ONLINE,2022-08-19,19:54
402995,Smiley's,556078570,58.9,6.48,7,2.95,75.33,CARD,2022-08-21,12:03
402995,Smiley's,556767244,41.3,4.54,7,2.07,59.3,PayPal,2022-08-22,18:15
402995,Smiley's,557233371,45.95,5.05,7,2.3,65.3,ONLINE,2022-08-23,19:31
402995,Smiley's,557252161,38,4.18,7,1.9,51.08,CARD,2022-08-23,20:13
402995,Smiley's,558034882,54.95,6.04,7,2.75,81.35,Card (G-Pay / via Browser),2022-08-25,13:30
402995,Smiley's,558087814,33.9,3.73,7,1.7,48.65,ONLINE,2022-08-25,15:33
402995,Smiley's,558811642,45,4.95,7,2.25,68.08,ONLINE,2022-08-26,19:25
402995,Smiley's,559408859,57.95,6.37,7,2.9,74.22,CARD,2022-08-27,18:14
402995,Smiley's,559447927,59.94,6.59,7,3,80.36,ONLINE,2022-08-27,19:13
402995,Smiley's,559998535,30,3.3,7,1.5,46.8,PayPal,2022-08-28,18:21
402995,Smiley's,560041753,47.85,5.26,7,2.39,71.88,Card (G-Pay / via Browser),2022-08-28,19:36
402995,Smiley's,560910721,31.99,3.52,7,1.6,48.52,ONLINE,2022-08-30,19:12
402995,Smiley's,561385707,36.84,4.05,7,1.84,51.72,ONLINE,2022-08-31,19:18
402995,Smiley's,561392154,67.65,7.44,7,3.38,102.56,ONLINE,2022-09-01,18:34
402995,Smiley's,561662192,12.95,1.42,7,0.65,26.02,ONLINE,2022-09-01,12:08
402995,Smiley's,562513291,26,2.86,7,1.3,42.73,ONLINE,2022-09-02,19:57
402995,Smiley's,563354998,41.85,4.6,7,2.09,55.54,CARD,2022-09-04,10:35
402995,Smiley's,563416429,39.4,4.33,7,1.97,57.97,ONLINE,2022-09-04,11:39
402995,Smiley's,563669983,26.89,2.96,7,1.34,40.86,ONLINE,2022-09-04,18:16
402995,Smiley's,563682015,17.95,1.97,7,0.9,31.44,ONLINE,2022-09-04,18:26
402995,Smiley's,564027059,16.94,1.86,7,0.85,31.98,ONLINE,2022-09-06,11:55
402995,Smiley's,564526160,14.95,1.64,7,0.75,24.34,CASH,2022-09-06,17:32
402995,Smiley's,564582337,17.9,1.97,7,0.9,29.71,ONLINE,2022-09-06,19:36
402995,Smiley's,564922780,29.98,3.3,7,1.5,41.78,CASH,2022-09-07,16:04
402995,Smiley's,565473704,7.9,0.87,7,0.4,16.17,CARD,2022-09-08,19:12
402995,Smiley's,566026309,26,2.86,7,1.3,37.16,PayPal,2022-09-09,18:20
402995,Smiley's,566088972,34,3.74,7,1.7,46.44,CARD,2022-09-09,20:08
402995,Smiley's,566366480,15.9,1.75,7,0.8,25.45,CARD,2022-09-10,11:30
402995,Smiley's,566376921,19.9,2.19,7,1,40,ONLINE,2022-09-10,11:29
402995,Smiley's,566547119,28,3.08,7,1.4,42.48,ONLINE,2022-09-10,16:15
402995,Smiley's,567133210,15.8,1.74,7,0.79,25.33,CASH,2022-09-11,16:20
402995,Smiley's,567967311,40,4.4,7,2,61.41,ONLINE,2022-09-13,17:51
402995,Smiley's,568420020,39.94,4.39,7,2,53.33,CARD,2022-09-14,18:18
402995,Smiley's,568468276,56.95,6.26,7,2.85,73.06,CARD,2022-09-14,20:39
402995,Smiley's,568912632,31.99,3.52,7,1.6,48.08,ONLINE,2022-09-15,19:40
402995,Smiley's,569472077,36.9,4.06,7,1.85,49.81,ONLINE,2022-09-16,18:22
402995,Smiley's,569472927,47,5.17,7,2.35,67.52,ONLINE,2022-09-16,18:35
402995,Smiley's,569538761,18.95,2.08,7,0.95,30.72,ONLINE,2022-09-16,19:57
402995,Smiley's,569777792,31.9,3.51,7,1.6,44.01,ONLINE,2022-09-17,10:44
402995,Smiley's,570014433,55.85,6.14,7,2.79,78.96,ONLINE,2022-09-17,16:39
402996,Taco Time,552620547,36.86,4.05,0,1.84,46.75,PayPal,2022-08-14,19:09
402996,Taco Time,552901106,35.93,3.95,0,1.8,48.77,ONLINE,2022-08-15,12:23
402996,Taco Time,553017851,35.95,3.95,0,1.8,47.54,PayPal,2022-08-16,17:44
402996,Taco Time,553094630,64.8,7.13,0,3.24,82.69,ONLINE,2022-08-15,19:35
402996,Taco Time,553464322,22.28,2.45,4.5,1.11,30.34,CARD,2022-08-16,16:20
402996,Taco Time,553518776,31.65,3.48,0,1.58,40.38,ONLINE,2022-08-16,18:16
402996,Taco Time,553544164,20.87,2.3,4.5,1.04,33.02,ONLINE,2022-08-16,19:14
402996,Taco Time,553939205,11.96,1.32,4.5,0.6,21.15,ONLINE,2022-08-17,16:08
402996,Taco Time,554026033,33.85,3.72,0,1.69,39.26,CARD,2022-08-17,19:03
402996,Taco Time,554383057,10.18,1.12,4.5,0.51,21.31,ONLINE,2022-08-18,14:12
402996,Taco Time,555120385,28.18,3.1,4.5,1.41,42,ONLINE,2022-08-19,18:21
402996,Taco Time,555627716,18.09,1.99,4.5,0.9,29.05,ONLINE,2022-08-20,15:31
402996,Taco Time,555760727,10.79,1.19,4.5,0.54,17.02,CASH,2022-08-20,18:36
402996,Taco Time,556649562,16.16,1.78,4.5,0.81,23.25,CARD,2022-08-22,17:23
402996,Taco Time,556793708,9.59,1.05,4.5,0.48,17.81,PayPal,2022-08-22,19:15
402996,Taco Time,557216838,38.54,4.24,0,1.93,44.71,CARD,2022-08-23,18:35
402996,Taco Time,557238079,52.82,5.81,0,2.64,68.01,ONLINE,2022-08-23,19:13
402996,Taco Time,557248502,45.73,5.03,0,2.29,53.05,CARD,2022-08-23,19:46
402996,Taco Time,557263806,24.95,2.74,4.5,1.25,33.44,CARD,2022-08-23,20:37
402996,Taco Time,557683937,21.38,2.35,4.5,1.07,29.3,CARD,2022-08-24,18:17
402996,Taco Time,558029087,38.85,4.27,0,1.94,45.06,CASH,2022-08-25,13:29
402996,Taco Time,558145521,14.08,1.55,4.5,0.7,21.87,ONLINE,2022-08-25,17:30
402996,Taco Time,558735186,29.56,3.25,4.5,1.48,44.61,ONLINE,2022-08-26,17:04
402996,Taco Time,558747891,41.75,4.59,0,2.09,48.43,CARD,2022-08-26,17:17
402996,Taco Time,559326188,44.05,4.85,0,2.2,57.1,PayPal,2022-08-27,16:14
402996,Taco Time,559417945,18.16,2,4.5,0.91,25.57,CASH,2022-08-27,18:24
402996,Taco Time,559499283,18.76,2.06,4.5,0.94,26.26,CARD,2022-08-28,17:58
402996,Taco Time,559935512,17.09,1.88,4.5,0.85,24.32,CARD,2022-08-28,16:32
402996,Taco Time,560430848,57.01,6.27,0,2.85,72.74,ONLINE,2022-08-29,17:33
402996,Taco Time,560483446,36.47,4.01,0,1.82,45.68,ONLINE,2022-08-29,20:06
402996,Taco Time,560871836,22.35,2.46,4.5,1.12,30.43,CARD,2022-08-30,17:28
402996,Taco Time,561379526,32.53,3.58,0,1.63,41.51,ONLINE,2022-08-31,19:00
402996,Taco Time,561886079,23.56,2.59,4.5,1.18,35.01,ONLINE,2022-09-01,19:34
402996,Taco Time,562485790,24.76,2.72,4.5,1.24,36.54,ONLINE,2022-09-02,18:57
402996,Taco Time,562492302,38.48,4.23,0,1.92,44.63,CARD,2022-09-02,19:16
402996,Taco Time,562499725,53.89,5.93,0,2.69,67.51,ONLINE,2022-09-02,19:34
402996,Taco Time,562511920,13.29,1.46,4.5,0.66,22.91,ONLINE,2022-09-02,20:36
402996,Taco Time,563049030,15.37,1.69,4.5,0.77,22.33,CARD,2022-09-03,17:31
402996,Taco Time,563113565,30.88,3.4,0,1.54,40.82,PayPal,2022-09-03,19:10
402996,Taco Time,563587477,26.65,2.93,4.5,1.33,38.41,ONLINE,2022-09-04,16:09
402996,Taco Time,563674449,38.93,4.28,0,1.95,51.93,Card (G-Pay / via Browser),2022-09-04,18:22
402996,Taco Time,564543238,17.44,1.92,4.5,0.87,25.97,ONLINE,2022-09-06,18:06
402996,Taco Time,564554021,70.22,7.72,0,3.51,93.67,ONLINE,2022-09-06,18:47
402996,Taco Time,564981677,16.89,1.86,4.5,0.84,24.09,CARD,2022-09-07,17:56
402996,Taco Time,564990819,73.48,8.08,0,3.67,92.9,ONLINE,2022-09-07,18:15
402996,Taco Time,566066150,12.09,1.33,4.5,0.6,23.52,ONLINE,2022-09-09,19:07
402996,Taco Time,566679366,104.08,11.45,0,5.2,132.8,ONLINE,2022-09-10,19:23
402996,Taco Time,567427641,31.92,3.51,0,1.6,37.03,CARD,2022-09-12,11:39
402996,Taco Time,567452546,57.65,6.34,0,2.88,66.87,CARD,2022-09-12,12:27
402996,Taco Time,567560458,39.02,4.29,0,1.95,45.26,CARD,2022-09-12,17:09
402996,Taco Time,567966602,74.03,8.14,0,3.7,94.46,ONLINE,2022-09-13,17:42
402996,Taco Time,568823226,9.89,1.09,4.5,0.49,15.97,CARD,2022-09-15,16:17
402996,Taco Time,568915519,25.77,2.83,4.5,1.29,38.39,ONLINE,2022-09-15,19:27
402996,Taco Time,569475765,12.09,1.33,4.5,0.6,21.48,ONLINE,2022-09-16,18:04
402996,Taco Time,570004498,19.46,2.14,4.5,0.97,27.07,CARD,2022-09-17,16:23
402996,Taco Time,570101875,11.29,1.24,4.5,0.56,17.59,CARD,2022-09-17,18:34
405508,Dairy Queen,552332224,22.08,2.43,4.5,1.1,30.11,PayPal,2022-08-14,11:33
405508,Dairy Queen,552340867,38.56,4.24,0,1.93,44.73,CARD,2022-08-14,11:44
405508,Dairy Queen,552400425,60.43,6.65,0,3.02,80.62,ONLINE,2022-08-14,13:13
405508,Dairy Queen,552440706,26.58,2.92,4.5,1.33,35.33,ONLINE,2022-08-14,14:19
405508,Dairy Queen,552671677,25.83,2.84,4.5,1.29,37.46,ONLINE,2022-08-14,21:41
405508,Dairy Queen,552673830,23.61,2.6,4.5,1.18,36.67,ONLINE,2022-08-14,21:44
